Fold,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
Fold3,47,2,29,28,10,40,12,21,14,35,7,5,17,18,25,21,28,38,3,11
Fold3,36,3,26,12,9,28,8,22,19,32,3,15,13,10,12,23,20,37,3,8
Fold3,5,0,4,17,9,4,1,4,11,6,3,5,3,12,4,8,6,11,1,5
Fold3,19,4,16,15,9,26,6,21,15,15,8,12,17,8,12,12,16,22,2,11
Fold3,49,2,29,41,15,48,4,33,23,29,10,18,11,11,20,19,26,29,3,18
Fold3,59,7,30,68,13,53,10,49,42,46,20,31,36,18,17,26,32,62,2,9
Fold3,13,1,17,9,5,14,3,13,4,24,2,5,8,8,14,18,14,20,1,9
Fold3,18,4,8,14,7,18,5,23,12,16,5,10,4,7,7,15,9,10,0,6
Fold3,65,5,50,45,23,66,33,26,10,65,9,23,50,19,46,33,36,47,13,20
Fold3,79,2,31,55,18,34,9,43,33,60,20,16,21,19,30,21,29,41,2,15
Fold3,28,0,25,38,8,22,6,21,22,29,13,17,10,21,22,18,19,23,1,13
Fold3,16,1,19,18,16,17,4,22,22,23,7,18,11,17,10,8,14,15,6,15
Fold3,4,0,8,2,4,5,4,10,7,9,3,9,2,3,3,7,4,3,1,2
Fold3,67,0,44,73,19,59,15,46,29,49,22,14,35,29,57,26,40,67,4,20
Fold3,74,7,36,42,24,48,10,29,21,53,16,11,32,32,48,25,32,32,10,24
Fold3,25,5,31,15,12,27,7,20,26,22,9,9,15,9,11,11,18,27,6,15
Fold3,29,2,23,12,10,24,6,8,5,34,3,5,18,10,23,9,25,24,4,9
Fold3,8,0,6,11,0,10,0,8,10,6,2,2,6,2,3,5,4,12,1,4
Fold3,37,3,47,72,24,47,9,75,82,77,14,39,30,28,38,47,43,56,2,25
Fold3,53,5,24,21,9,40,13,5,3,47,3,7,19,7,29,12,22,34,9,13
Fold3,125,4,63,65,33,52,17,28,26,82,8,17,36,36,54,42,59,63,20,27
Fold3,47,1,41,34,25,35,9,38,50,54,17,35,19,23,20,34,21,37,8,18
Fold3,72,6,30,35,24,43,12,41,31,37,18,24,39,20,27,19,31,48,7,20
Fold3,39,1,27,39,6,24,8,15,11,36,7,8,11,15,36,23,21,32,5,10
Fold3,50,3,54,67,30,51,19,60,66,70,24,37,26,25,48,44,45,59,4,24
Fold3,20,2,29,15,19,18,19,15,20,35,6,8,19,13,12,13,16,16,7,14
Fold3,23,3,21,33,12,21,11,20,22,38,8,8,15,15,18,21,14,16,9,10
Fold3,10,4,19,21,5,23,2,13,16,22,6,7,10,8,10,5,11,16,0,9
Fold3,15,5,22,16,21,32,7,28,14,25,7,16,16,16,11,21,21,16,2,13
Fold3,14,3,10,16,9,14,11,11,19,12,8,12,8,6,5,11,11,21,4,3
Fold3,39,3,24,28,10,27,8,22,19,34,9,12,14,6,23,30,19,28,2,10
Fold3,34,3,19,33,8,13,4,22,26,33,5,19,7,11,7,13,16,29,0,7
Fold3,22,4,25,22,16,20,8,13,17,28,9,8,13,10,17,16,19,14,5,16
Fold3,41,0,17,30,6,15,3,7,9,26,5,9,9,21,18,14,17,16,0,3
Fold3,31,2,17,29,5,33,5,23,22,29,5,21,13,7,6,21,14,25,2,9
Fold3,61,7,35,56,21,47,17,33,33,46,12,30,38,14,29,33,28,44,16,21
Fold3,43,1,22,42,24,36,10,26,33,47,8,20,14,11,18,21,23,24,3,23
Fold3,69,4,49,84,37,51,14,66,86,128,15,62,18,65,35,61,54,53,4,27
Fold3,16,1,15,9,16,13,4,26,29,35,7,28,15,17,10,18,29,11,3,15
Fold3,36,4,21,22,8,29,7,12,6,33,5,7,13,3,27,13,15,40,4,2
Fold3,10,0,9,6,2,6,0,8,9,9,3,2,1,4,2,5,7,12,1,1
Fold3,59,1,34,40,21,39,12,27,19,56,8,14,29,14,36,25,22,31,5,14
Fold3,33,4,40,30,27,31,14,23,19,41,13,16,35,9,30,22,30,27,3,27
Fold3,76,8,36,42,22,50,13,12,15,49,11,15,58,13,67,44,48,54,13,16
Fold3,58,1,42,74,31,33,13,39,51,73,16,29,22,32,27,27,35,66,5,20
Fold3,14,1,4,11,6,7,4,8,8,6,4,5,6,6,2,7,7,15,0,4
Fold3,52,1,57,54,42,37,18,42,56,87,15,44,24,28,29,47,41,43,16,30
Fold3,28,3,39,42,36,20,14,12,55,51,7,21,9,19,22,36,17,31,4,32
Fold3,44,4,34,34,24,33,17,25,13,39,16,9,24,16,39,21,17,27,4,11
Fold3,31,5,23,27,13,28,9,15,26,40,12,13,11,13,18,19,21,13,11,25
Fold3,24,4,44,51,22,29,9,36,53,43,19,17,20,14,28,16,34,30,1,21
Fold3,8,1,11,9,10,14,3,11,16,13,3,8,6,4,1,8,10,17,1,0
Fold3,45,1,41,30,24,34,14,21,30,36,11,20,15,17,17,21,21,21,7,23
Fold3,44,4,56,48,33,47,11,38,53,46,22,18,25,20,34,27,21,38,8,21
Fold3,20,5,14,20,16,8,8,18,22,33,9,10,15,16,17,20,21,21,3,12
Fold3,24,3,28,15,12,37,3,23,18,22,3,16,7,13,6,27,19,25,4,19
Fold3,39,1,28,36,16,43,12,57,41,51,10,25,17,24,27,36,26,50,1,15
Fold3,51,8,51,60,31,56,17,43,46,57,29,36,24,24,41,46,44,43,8,34
Fold3,20,4,22,25,9,24,3,28,20,25,13,14,12,10,10,20,25,28,2,15
Fold3,9,3,18,9,8,26,2,14,14,18,6,12,3,6,10,12,8,13,2,6
Fold3,35,3,34,25,14,38,8,18,10,33,3,12,11,11,35,21,18,15,13,20
Fold3,34,0,26,17,10,23,6,31,25,24,7,15,12,10,9,20,17,26,3,11
Fold3,24,1,21,34,10,19,9,18,21,23,8,7,18,12,12,15,14,22,4,18
Fold3,8,2,13,9,2,8,3,13,12,16,8,8,5,6,7,7,10,8,1,3
Fold3,19,2,18,20,8,18,1,18,14,29,10,14,8,6,14,12,20,21,1,9
Fold3,34,9,28,44,20,30,14,28,35,37,14,15,21,16,25,20,35,27,10,19
Fold3,49,1,17,26,5,38,8,25,21,33,9,15,19,12,11,12,24,41,1,11
Fold3,72,25,61,53,27,69,27,62,32,97,10,44,50,34,63,75,64,74,3,20
Fold3,53,4,23,13,12,36,4,20,7,23,10,10,17,10,20,18,22,24,3,6
Fold3,34,2,21,27,13,35,6,29,34,29,8,20,9,7,10,19,14,25,0,14
Fold3,44,4,25,28,17,35,14,29,21,26,8,24,18,11,18,25,22,33,5,16
Fold3,5,0,6,4,1,11,3,4,18,4,4,4,6,5,3,5,4,15,0,1
Fold3,9,1,18,16,10,6,11,12,13,26,7,9,3,8,7,12,9,7,2,6
Fold3,37,0,37,34,25,44,21,16,20,31,9,25,26,24,34,25,37,30,11,17
Fold3,7,2,8,6,1,5,2,2,6,3,2,1,0,4,0,5,2,12,0,1
Fold3,6,2,4,11,2,5,1,6,6,12,1,3,2,6,3,5,4,5,3,3
Fold3,73,2,26,33,6,56,5,11,17,33,12,15,35,28,22,24,25,23,5,9
Fold3,9,5,18,19,13,6,8,25,18,18,7,16,5,7,13,16,11,14,0,10
Fold3,52,3,40,77,23,59,11,58,53,58,19,18,25,28,36,42,32,62,1,8
Fold3,52,1,21,34,10,30,5,19,7,43,11,9,18,17,37,24,26,29,4,6
Fold3,36,1,21,34,14,45,14,40,25,27,8,34,12,12,15,24,38,47,0,12
Fold3,8,3,3,10,5,9,2,2,4,5,2,6,6,2,9,6,4,3,3,6
Fold3,27,1,25,37,20,31,5,29,33,43,6,21,10,20,20,28,25,21,5,15
Fold3,60,6,49,54,32,56,23,35,25,56,13,14,44,24,51,39,38,52,10,21
Fold3,45,3,17,29,15,42,20,24,17,33,8,18,18,11,14,16,22,33,8,12
Fold3,14,1,5,11,2,8,5,5,6,13,6,2,1,2,4,7,5,5,0,3
Fold3,31,4,26,27,12,32,9,40,37,30,12,20,12,5,10,29,18,29,0,17
Fold3,11,0,14,35,8,5,6,21,21,32,9,6,9,11,13,13,12,14,0,11
Fold3,19,0,14,19,10,11,7,28,19,20,8,21,7,12,8,6,16,10,1,10
Fold3,41,2,36,40,32,39,7,30,33,40,19,22,22,28,28,24,32,30,4,16
Fold3,16,0,45,50,17,37,11,34,42,38,24,28,32,14,33,28,23,34,17,39
Fold3,21,3,15,17,9,18,8,24,8,28,6,12,10,14,11,12,18,18,5,14
Fold4,24,4,5,4,4,13,1,3,2,12,3,6,7,6,9,7,17,12,2,4
Fold4,3,4,5,5,1,3,0,5,0,5,4,1,4,2,4,7,7,5,2,1
Fold4,38,2,9,9,6,24,4,3,5,14,4,11,14,6,14,25,16,14,2,9
Fold4,104,8,55,23,26,79,19,30,8,52,11,23,54,21,71,47,56,63,15,21
Fold4,53,10,38,62,34,54,19,39,28,63,15,28,31,24,35,41,41,42,17,31
Fold4,24,0,23,16,11,25,10,16,21,15,5,47,29,17,3,18,25,22,2,7
Fold4,34,5,27,21,21,40,6,18,38,35,11,17,20,24,15,28,26,15,5,10
Fold4,33,0,33,22,22,50,19,23,26,29,13,46,16,15,25,28,33,37,21,27
Fold4,143,0,137,65,63,135,19,50,122,93,27,109,30,93,43,106,124,115,25,98
Fold4,60,4,18,9,5,45,5,9,7,21,3,12,12,6,25,34,35,34,2,11
Fold4,49,2,29,41,15,48,4,33,23,29,10,18,11,11,20,19,26,29,3,18
Fold4,37,5,16,20,10,27,15,12,9,21,6,11,24,6,26,14,25,18,11,15
Fold4,9,0,2,3,4,10,3,3,3,5,2,9,0,5,0,3,6,3,1,4
Fold4,19,2,10,10,5,10,2,8,26,22,4,11,4,8,2,20,10,20,1,9
Fold4,8,2,0,1,0,15,0,3,5,5,1,4,1,3,2,2,1,7,2,3
Fold4,5,3,4,6,0,4,1,5,6,5,3,3,3,1,1,4,9,0,0,2
Fold4,62,2,28,10,13,46,8,17,15,30,3,28,24,10,12,37,34,35,7,17
Fold4,78,4,29,16,8,52,12,7,2,36,6,4,32,13,44,17,44,34,3,8
Fold4,100,2,64,39,32,74,9,17,33,54,10,46,30,27,49,46,70,66,22,35
Fold4,47,2,25,10,12,36,9,11,9,39,9,16,14,19,19,33,45,35,2,14
Fold4,19,3,16,17,5,16,1,20,13,23,3,16,8,9,15,18,20,20,4,9
Fold4,36,1,34,21,12,38,8,23,29,24,8,21,15,13,13,22,26,16,3,20
Fold4,47,0,8,51,8,38,10,16,37,16,9,35,27,12,9,39,56,48,8,19
Fold4,19,2,23,28,7,8,5,34,17,19,9,25,13,3,8,37,26,17,1,19
Fold4,21,4,32,14,10,34,3,32,27,24,13,38,10,8,13,41,31,20,9,20
Fold4,57,0,34,35,17,44,9,35,35,53,18,58,34,42,22,69,63,38,8,48
Fold4,13,6,41,29,35,26,12,63,40,47,11,74,21,14,14,54,40,22,6,45
Fold4,37,3,29,23,23,71,5,51,17,27,10,47,28,20,24,70,68,49,10,39
Fold4,37,3,51,47,35,45,27,33,43,81,15,45,27,40,31,54,50,44,11,40
Fold4,5,2,2,2,0,15,0,4,6,6,4,4,2,3,0,7,2,5,1,1
Fold4,42,1,33,43,16,27,5,37,60,33,8,50,21,12,17,47,48,42,7,22
Fold4,57,1,44,25,25,53,17,35,33,44,11,56,25,29,25,58,47,33,14,28
Fold4,64,9,35,10,13,64,10,15,16,39,5,24,37,30,29,33,42,40,15,18
Fold4,20,2,12,12,12,18,0,20,23,20,3,17,11,9,16,16,16,13,1,9
Fold4,58,5,19,18,9,37,10,15,11,37,8,9,18,9,19,16,28,33,2,10
Fold4,101,3,128,147,57,113,19,118,107,127,25,150,47,42,47,109,94,102,25,67
Fold4,17,0,2,7,2,10,1,4,3,7,3,6,0,9,1,8,8,3,3,1
Fold4,31,0,26,24,8,25,4,25,33,40,7,25,8,20,10,16,29,27,3,14
Fold4,27,0,30,30,18,20,13,20,45,33,12,39,18,15,11,33,28,25,3,18
Fold4,9,0,4,10,5,5,0,6,5,8,3,4,2,17,4,9,2,2,1,1
Fold4,62,3,39,42,32,44,15,25,35,51,11,36,25,29,30,42,42,38,20,38
Fold4,23,0,6,5,3,14,0,11,6,9,6,5,10,6,3,9,18,17,4,4
Fold4,69,1,55,41,23,54,11,34,56,48,14,60,26,40,19,61,78,57,14,34
Fold4,11,0,4,9,1,3,0,7,16,17,3,9,2,4,2,11,7,3,0,7
Fold4,31,0,8,5,2,18,2,7,9,9,1,10,4,6,5,18,22,14,6,6
Fold4,24,2,20,14,13,29,11,10,6,25,4,18,17,11,27,21,12,18,10,17
Fold4,33,0,30,23,15,22,9,27,39,29,10,24,23,19,16,13,16,29,9,21
Fold4,17,0,16,10,5,5,3,15,20,19,2,18,6,19,7,12,21,25,1,5
Fold4,22,5,11,8,9,30,3,11,16,14,3,19,15,13,10,36,42,18,6,22
Fold4,33,1,19,17,17,44,7,22,29,26,7,31,14,19,11,36,15,26,4,20
Fold4,6,0,8,15,10,9,2,8,21,16,2,6,9,0,2,13,12,14,1,9
Fold4,12,1,20,20,16,17,7,27,27,24,8,28,13,11,10,24,21,18,7,18
Fold4,54,9,78,76,70,64,12,119,103,113,24,138,38,39,43,84,71,72,15,74
Fold4,61,8,31,12,11,54,9,16,18,34,10,23,36,16,37,49,62,31,17,15
Fold4,14,0,6,10,8,7,4,11,23,11,2,11,6,8,6,8,13,10,0,7
Fold4,19,0,21,21,8,17,2,17,17,25,7,24,6,21,10,32,20,23,1,7
Fold4,16,2,13,7,14,24,4,7,13,17,8,20,10,7,6,13,23,13,8,17
Fold4,1,1,4,3,2,3,0,7,9,6,4,3,3,3,0,3,2,2,1,1
Fold4,103,0,64,40,30,86,17,53,127,72,11,125,49,102,24,100,145,82,18,87
Fold4,80,2,47,19,22,67,12,21,21,47,15,40,32,15,36,35,45,36,24,25
Fold4,39,0,22,17,5,19,4,22,15,29,8,27,2,24,14,24,18,14,0,1
Fold4,37,2,18,16,18,27,11,20,21,25,12,39,20,18,18,30,24,36,12,18
Fold4,31,0,6,4,4,17,2,6,7,15,6,7,12,7,2,16,9,15,1,1
Fold4,57,4,66,72,29,100,7,80,58,74,12,85,32,23,36,81,83,61,10,44
Fold4,6,4,17,13,10,7,5,19,26,16,5,19,6,8,7,23,10,18,2,15
Fold4,43,7,31,17,13,36,3,12,18,35,3,10,23,19,15,13,19,18,4,6
Fold4,37,0,8,4,6,23,7,7,6,8,4,20,5,16,3,27,20,16,5,11
Fold4,5,1,3,11,6,7,2,9,8,14,2,4,1,9,9,7,8,10,1,7
Fold4,9,0,2,14,8,9,3,4,23,15,4,10,5,1,3,10,14,5,0,10
Fold4,29,0,13,9,11,15,11,8,13,22,2,13,6,8,3,8,10,11,8,7
Fold4,53,1,30,19,23,63,4,26,31,35,16,30,23,19,28,38,43,42,9,19
Fold4,16,0,9,3,6,24,5,13,14,21,6,17,5,7,7,16,12,20,2,9
Fold4,18,0,20,17,16,10,10,21,39,29,6,22,10,9,6,19,13,7,4,13
Fold4,14,0,26,11,10,24,4,19,29,19,9,25,10,10,11,25,31,20,8,14
Fold4,24,3,28,15,12,37,3,23,18,22,3,16,7,13,6,27,19,25,4,19
Fold4,2,3,3,7,3,2,2,2,5,4,3,4,1,2,0,5,2,7,0,0
Fold4,21,2,10,14,7,15,4,10,25,20,8,10,7,8,7,19,15,18,1,10
Fold4,31,1,20,19,8,24,5,23,30,22,7,15,9,9,13,14,26,18,3,9
Fold4,33,2,6,3,3,16,1,4,5,17,4,13,13,9,1,17,20,22,0,4
Fold4,30,2,8,3,12,10,0,5,3,13,4,10,11,6,7,12,12,17,5,3
Fold4,25,1,21,16,8,26,8,11,18,20,5,18,17,6,12,23,17,14,9,14
Fold4,10,3,0,3,2,15,1,1,4,1,1,4,1,0,2,4,1,4,3,2
Fold4,81,0,46,49,21,79,8,39,74,46,15,41,35,20,14,63,64,72,7,32
Fold4,17,0,5,9,3,8,0,4,4,5,3,3,0,15,5,7,6,4,1,1
Fold4,28,1,6,4,3,24,7,9,5,4,2,39,6,10,7,32,23,13,4,30
Fold4,68,0,15,10,4,35,3,10,8,13,6,17,77,14,18,23,25,23,6,6
Fold4,13,1,14,9,14,21,4,15,20,7,5,15,4,12,6,12,20,23,2,4
Fold4,58,2,15,19,16,70,5,42,46,23,10,68,19,30,11,77,74,37,15,29
Fold4,12,3,11,7,3,14,2,7,6,9,5,2,9,5,9,9,5,9,3,6
Fold4,62,11,67,49,33,79,18,46,52,60,21,52,60,29,33,39,59,48,24,53
Fold4,14,0,4,1,2,6,0,12,5,6,1,2,0,1,1,7,4,7,1,2
Fold4,7,2,24,12,14,9,6,14,34,21,9,21,7,8,6,16,14,19,1,22
Fold4,71,9,47,16,5,46,14,19,25,53,6,18,39,14,30,45,37,36,11,15
Fold4,28,4,9,4,9,27,3,4,6,14,5,3,4,10,9,16,18,17,3,8
Fold4,83,2,36,43,9,65,7,10,6,53,10,12,29,12,25,36,34,50,8,8
Fold4,94,4,83,36,50,124,23,58,75,73,20,104,49,40,28,99,88,54,26,68
Fold4,3,2,0,3,2,10,1,6,7,4,2,10,0,1,1,4,6,3,3,2
Fold4,52,0,67,49,37,51,18,61,93,71,23,91,25,40,28,78,93,50,16,41
Fold4,136,0,98,98,36,128,17,57,137,82,24,81,74,43,21,107,107,107,25,55
Fold4,39,0,32,36,20,30,3,35,20,44,12,35,10,34,36,54,46,27,3,16
Fold4,26,3,28,25,13,18,6,24,41,30,9,34,13,23,6,30,18,23,4,19
Fold4,17,8,24,28,20,22,9,29,21,19,3,17,8,6,18,19,23,23,7,15
Fold4,33,3,35,23,15,26,9,24,40,19,9,26,9,10,10,27,27,15,11,27
Fold4,38,1,31,18,14,27,5,19,21,46,11,11,29,24,15,30,12,31,4,22
Fold4,53,4,31,40,23,48,16,24,30,31,16,46,30,25,24,54,45,50,17,33
Fold4,33,0,17,30,8,25,3,15,28,26,10,12,14,12,7,15,24,38,1,8
Fold4,20,1,20,15,21,22,15,24,25,19,9,24,16,13,10,22,19,16,7,17
Fold4,52,0,41,32,18,52,26,32,56,36,13,52,32,48,26,52,54,38,7,23
Fold4,2,5,2,2,2,5,1,4,5,5,2,5,3,0,1,5,6,0,0,0
Fold4,3,4,4,6,3,3,1,1,2,3,2,6,1,2,0,4,6,3,4,1
Fold4,11,2,7,9,5,6,0,4,6,12,3,0,3,5,8,9,10,11,4,3
Fold4,26,3,21,13,15,26,3,12,27,24,10,21,10,10,13,21,20,11,6,9
Fold4,18,0,9,5,8,10,2,12,7,12,2,7,5,5,10,14,16,9,3,8
Fold4,31,1,30,7,9,42,11,25,28,22,5,36,15,16,11,47,31,21,7,25
Fold4,12,0,5,3,4,8,3,4,1,17,1,1,8,0,12,7,10,12,3,1
Fold4,12,1,9,6,2,8,1,6,13,9,3,4,2,12,1,3,3,5,1,3
Fold4,72,2,36,42,26,76,8,39,23,34,13,28,30,26,28,49,44,37,20,24
Fold4,15,1,7,6,7,12,2,12,25,9,1,17,3,7,1,8,15,16,1,10
Fold4,24,4,12,8,8,12,1,13,9,17,4,10,19,16,6,14,21,16,2,12
Fold4,7,0,15,11,10,12,5,20,25,21,4,14,13,7,4,24,24,7,2,9
Fold4,59,1,45,29,14,52,11,29,32,39,4,31,18,20,18,64,41,41,6,36
Fold4,35,1,55,79,29,35,21,74,86,80,10,54,21,41,27,53,28,40,5,35
Fold4,43,1,42,33,20,54,9,36,49,48,16,22,33,22,16,37,40,38,6,22
